Season,Player,Pos,Age,Tm,G,GS,MPG,FG,FGA,FG%,3P,3PA,3P%,eFG%,FT,FTA,FT%,RPG,APG,SPG,BPG,TOPG,PFPG,PPG,PER,TS%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2017,Isaiah Canaan,PG-SG,26,TOT,20,1,21.1,2.6,6.9,0.38,1.1,3.3,0.333,0.46,2.3,2.6,0.902,2.3,3.8,0.8,0.1,1.5,1.8,8.6,13.5,0.539,18.9,0.5,0.1,0.6,0.072,-0.5,-0.7,-1.3,0.1
2017,Isaiah Canaan,SG,26,HOU,1,0,4,0,1,0,0,0,,0,0,0,,1,0,0,0,0,0,0,13.5,0.539,18.9,0.5,0.1,0.6,0.072,-0.5,-0.7,-1.3,0.1
2017,Isaiah Canaan,PG,26,PHO,19,1,22,2.7,7.2,0.382,1.2,3.5,0.333,0.463,2.4,2.7,0.902,2.3,4,0.8,0.1,1.5,1.9,9.1,13.5,0.539,18.9,0.5,0.1,0.6,0.072,-0.5,-0.7,-1.3,0.1
2017,Clint Capela,C,23,HOU,74,74,27.5,6,9.1,0.652,0,0,0,0.652,1.9,3.5,0.56,10.8,0.9,0.8,1.9,1.4,2.5,13.9,24.5,0.65,19.4,6.2,4.1,10.2,0.242,2.4,1,3.4,2.8
2017,DeMarre Carroll,PF,31,BRK,73,73,29.9,4.5,10.8,0.414,2,5.4,0.371,0.506,2.6,3.4,0.764,6.6,2,0.8,0.4,1.4,2.3,13.5,14.3,0.55,19.8,2.3,1.8,4.1,0.091,0.5,-0.4,0.2,1.2
2017,Vince Carter,SF,41,SAC,58,5,17.7,2,4.9,0.403,1,2.8,0.345,0.504,0.5,0.6,0.757,2.6,1.2,0.7,0.4,0.6,1.7,5.4,10.8,0.523,14.7,0.3,0.9,1.2,0.056,-1.9,0.7,-1.2,0.2
2017,Michael Carter-Williams,PG,26,CHO,52,2,16.1,1.5,4.4,0.332,0.3,1.1,0.237,0.362,1.4,1.7,0.82,2.7,2.2,0.8,0.4,1,1.9,4.6,10.8,0.446,16.6,-0.2,1.1,0.9,0.05,-3.3,1.8,-1.5,0.1
2017,Alex Caruso,PG,23,LAL,37,7,15.2,1.4,3.1,0.431,0.4,1.2,0.302,0.487,0.6,0.8,0.7,1.8,2,0.6,0.3,1.1,1.4,3.6,8.7,0.519,12.9,-0.1,0.6,0.5,0.041,-3.8,0.9,-2.9,-0.1
2017,Omri Casspi,SF,29,GSW,53,7,14,2.3,3.9,0.58,0.2,0.4,0.455,0.604,0.9,1.3,0.725,3.8,1,0.3,0.4,0.7,1.3,5.7,15.5,0.632,16.3,1.2,1,2.2,0.141,-0.9,0,-0.9,0.2
2017,Willie Cauley-Stein,C,24,SAC,73,58,28,5.3,10.6,0.502,0,0.2,0.25,0.504,2.1,3.4,0.619,7,2.4,1.1,0.9,1.5,2.5,12.8,17.6,0.529,21.8,1.7,2.2,3.9,0.092,-0.4,0.3,-0.1,1
2017,Tyler Cavanaugh,PF,23,ATL,39,1,13.3,1.7,3.9,0.441,0.8,2.3,0.36,0.546,0.4,0.5,0.81,3.3,0.7,0.2,0.1,0.4,1.6,4.7,13,0.567,14.8,0.9,0.3,1.2,0.109,-0.4,-1.5,-1.9,0
2017,Mario Chalmers,PG,31,MEM,66,10,21.5,2.5,6.7,0.379,0.8,2.9,0.277,0.439,1.8,2.1,0.855,2.4,3,1.2,0.2,1.8,2.7,7.7,10.4,0.503,19.6,-0.6,1.3,0.6,0.021,-3.7,0.5,-3.2,-0.4
2017,Tyson Chandler,C,35,PHO,46,46,25,2.6,4.1,0.647,0,0,,0.647,1.3,2,0.624,9.1,1.2,0.3,0.6,1.3,2.3,6.5,14.2,0.658,10.6,1.9,0.8,2.7,0.111,-0.8,-0.6,-1.4,0.2
2017,Wilson Chandler,SF,30,DEN,74,71,31.7,3.8,8.5,0.445,1.2,3.3,0.358,0.515,1.2,1.5,0.772,5.4,2.1,0.6,0.5,1.2,2.1,10,10.9,0.542,14.3,2.1,1.2,3.3,0.067,-1,-1.1,-2.1,-0.1
2017,Marquese Chriss,PF,20,PHO,72,49,21.2,2.8,6.6,0.423,0.8,2.6,0.295,0.482,1.3,2.2,0.608,5.5,1.2,0.7,1,1.5,2.8,7.7,11.1,0.509,18.1,-0.8,1.5,0.7,0.023,-3.2,0.4,-2.8,-0.3
2017,Ian Clark,SG,26,NOP,74,2,19.7,3,6.7,0.448,0.8,2.6,0.318,0.511,0.6,0.8,0.763,1.7,1.5,0.4,0.1,0.8,1.6,7.4,9.4,0.529,17.2,0.3,0.8,1.1,0.037,-2.7,-0.8,-3.5,-0.6
2017,Jordan Clarkson,SG,25,TOT,81,2,23.3,5.3,11.8,0.451,1.4,3.9,0.352,0.509,1.9,2.3,0.8,2.7,2.7,0.7,0.1,1.6,1.3,13.9,16.4,0.542,26.5,1.9,1.2,3,0.077,1.5,-1.4,0.1,1
2017,Jordan Clarkson,SG,25,LAL,53,2,23.7,5.6,12.6,0.448,1.3,4,0.324,0.499,2,2.5,0.795,3,3.3,0.7,0.1,1.8,1.2,14.5,16.4,0.542,26.5,1.9,1.2,3,0.077,1.5,-1.4,0.1,1
2017,Jordan Clarkson,SG,25,CLE,28,0,22.6,4.7,10.3,0.456,1.6,3.9,0.407,0.533,1.7,2.1,0.81,2.1,1.7,0.7,0.1,1.1,1.6,12.6,16.4,0.542,26.5,1.9,1.2,3,0.077,1.5,-1.4,0.1,1
2017,Gian Clavell,SG,24,DAL,7,0,9.1,0.9,2.6,0.333,0.9,2.1,0.4,0.5,0.3,0.3,1,1,0.4,0.3,0,0.3,1.1,2.9,7.4,0.53,14.8,0,0,0.1,0.042,-2.7,0.5,-2.2,0
2017,Antonius Cleveland,SG,23,TOT,17,0,7.2,0.5,1.2,0.381,0.2,0.2,0.75,0.452,0.2,0.4,0.667,0.8,0.1,0.4,0.3,0.4,1.4,1.4,4.5,0.486,11.1,-0.2,0.2,0,-0.006,-7.6,2.4,-5.2,-0.1
2017,Antonius Cleveland,SG,23,DAL,13,0,6.2,0.3,1.1,0.286,0,0.1,0,0.286,0.2,0.3,0.5,0.8,0.2,0.5,0.3,0.2,0.8,0.8,4.5,0.486,11.1,-0.2,0.2,0,-0.006,-7.6,2.4,-5.2,-0.1
2017,Antonius Cleveland,SG,23,ATL,4,0,10.5,1,1.8,0.571,0.8,0.8,1,0.786,0.5,0.5,1,1,0,0.3,0.3,1.3,3,3.3,4.5,0.486,11.1,-0.2,0.2,0,-0.006,-7.6,2.4,-5.2,-0.1
2017,John Collins,PF,20,ATL,74,26,24.1,4.2,7.4,0.576,0.2,0.6,0.34,0.591,1.8,2.5,0.715,7.3,1.3,0.6,1.1,1.4,2.9,10.5,18.3,0.62,17.9,3.4,2,5.4,0.145,-0.4,0.2,-0.2,0.8
2017,Zach Collins,C,20,POR,66,1,15.8,1.7,4.4,0.398,0.5,1.7,0.31,0.458,0.4,0.6,0.643,3.3,0.8,0.3,0.5,0.9,2,4.4,7.5,0.475,15.4,-0.7,1.3,0.6,0.03,-4.5,0.2,-4.3,-0.6
2017,Kyle Collinsworth,SF,26,DAL,32,2,15,1.2,3.1,0.384,0.1,0.5,0.235,0.404,0.7,1.3,0.525,3.3,1.8,0.5,0.3,0.8,1.4,3.2,10,0.433,13.3,-0.1,0.5,0.5,0.046,-3.6,0.9,-2.6,-0.1
2017,Darren Collison,PG,30,IND,69,64,29.2,4.6,9.2,0.495,1.4,3,0.468,0.571,1.8,2.1,0.882,2.6,5.3,1.3,0.2,1.2,1.8,12.4,18.8,0.61,17.4,5.8,1.8,7.6,0.181,2.4,0.3,2.7,2.4
2017,Nick Collison,PF,37,OKC,15,0,5,0.9,1.3,0.684,0,0,,0.684,0.3,0.9,0.385,1.3,0.3,0,0,0.5,0.5,2.1,13.2,0.627,18.2,0.1,0,0.1,0.064,-2.3,-1.9,-4.2,0
2017,Mike Conley,PG,30,MEM,12,12,31.1,5.3,14,0.381,2,6.4,0.312,0.452,4.4,5.5,0.803,2.3,4.1,1,0.3,1.5,2,17.1,15.4,0.52,25.9,0.4,0.2,0.6,0.077,1.3,-0.8,0.5,0.2
2017,Pat Connaughton,SG,25,POR,82,5,18.1,2,4.8,0.423,0.9,2.6,0.352,0.518,0.5,0.5,0.841,2,1.1,0.3,0.3,0.5,1.5,5.4,9.3,0.539,13.4,1.2,1.3,2.5,0.08,-1.7,-0.1,-1.8,0.1
2017,Quinn Cook,PG,24,GSW,33,18,22.4,3.7,7.6,0.484,1.4,3.2,0.442,0.575,0.7,0.8,0.88,2.5,2.7,0.4,0,1,1.8,9.5,12.8,0.593,17.5,1.1,0.4,1.6,0.101,-0.1,-1.5,-1.6,0.1
2017,Charles Cooke,SG,23,NOP,13,0,2.9,0.2,1.1,0.143,0.1,0.6,0.125,0.179,0.1,0.2,0.5,0.2,0.1,0.1,0,0.1,0,0.5,-5.1,0.202,18.1,-0.2,0,-0.2,-0.239,-10.4,-4,-14.4,-0.1
2017,Jack Cooley,PF,26,SAC,7,0,12.4,1.9,3.9,0.481,0,0,,0.481,2,2.7,0.737,4.3,0.9,0.1,0,0.4,1.9,5.7,19.7,0.566,19.8,0.3,0,0.3,0.182,0.9,-1.4,-0.6,0
2017,Matt Costello,C,24,SAS,4,0,8,0.5,1,0.5,0,0,,0.5,0,0,,2.3,0.5,0.5,0.5,0.3,1.8,1,9.7,0.5,7,0,0.1,0.1,0.127,-6,5.3,-0.7,0
2017,DeMarcus Cousins,C,27,NOP,48,48,36.2,8.5,18,0.47,2.2,6.1,0.354,0.53,6.1,8.2,0.746,12.9,5.4,1.6,1.6,5,3.8,25.2,22.6,0.583,31.9,1.5,3.2,4.7,0.13,2.5,2.2,4.7,2.9
2017,Robert Covington,SF,27,PHI,80,80,31.7,4.3,10.5,0.413,2.5,6.9,0.369,0.534,1.5,1.7,0.853,5.4,2,1.7,0.9,1.6,3,12.6,12.9,0.563,17.2,1.6,4.5,6.1,0.116,-0.2,1.7,1.5,2.3
2017,Allen Crabbe,SG,25,BRK,75,68,29.3,4.5,11,0.407,2.7,7.1,0.378,0.529,1.5,1.8,0.852,4.3,1.6,0.6,0.5,1,2.2,13.2,12.3,0.558,19,1.8,1.4,3.2,0.07,0,-0.7,-0.7,0.7
2017,Torrey Craig,SF,27,DEN,39,5,16.1,1.6,3.5,0.453,0.4,1.5,0.293,0.515,0.6,0.9,0.629,3.3,0.6,0.3,0.4,0.5,1.6,4.2,9.8,0.535,11.9,0.5,0.4,0.9,0.069,-2.2,-0.7,-2.9,-0.1
2017,Jamal Crawford,SG,37,MIN,80,0,20.7,3.9,9.3,0.415,1.3,3.9,0.331,0.485,1.3,1.4,0.903,1.2,2.3,0.5,0.1,1.2,1.1,10.3,13,0.519,23.7,0.9,0.3,1.3,0.037,0.1,-2.5,-2.3,-0.1
2017,Jordan Crawford,SG,29,NOP,5,0,10.6,2.4,5.4,0.444,1.6,2.8,0.571,0.593,0.2,0.2,1,0.8,2.6,0.2,0.2,1,1.4,6.6,19.1,0.601,26.5,0.1,0,0.2,0.15,4.9,-0.7,4.2,0.1
2017,Jae Crowder,SF,27,TOT,80,47,26.1,3.4,8.4,0.404,1.4,4.3,0.323,0.486,1.5,1.9,0.818,3.4,1.2,0.8,0.3,0.9,2.3,9.7,10.4,0.525,17.3,1,1.6,2.6,0.06,-1.9,-0.6,-2.5,-0.3
2017,Jae Crowder,SF,27,CLE,53,47,25.4,3,7.1,0.418,1.2,3.6,0.328,0.5,1.5,1.7,0.848,3.3,1.1,0.8,0.2,0.8,2.3,8.6,10.4,0.525,17.3,1,1.6,2.6,0.06,-1.9,-0.6,-2.5,-0.3
2017,Jae Crowder,SF,27,UTA,27,0,27.6,4.2,10.9,0.386,1.8,5.6,0.316,0.468,1.6,2.1,0.768,3.8,1.5,0.9,0.3,1.2,2.3,11.8,10.4,0.525,17.3,1,1.6,2.6,0.06,-1.9,-0.6,-2.5,-0.3
2017,Dante Cunningham,SF,30,TOT,73,25,21.4,2.2,5,0.451,0.8,2.3,0.345,0.53,0.4,0.7,0.596,4.1,0.7,0.5,0.4,0.5,1.5,5.7,10,0.539,11.6,1.1,1.3,2.4,0.074,-1.5,-0.2,-1.7,0.1
2017,Dante Cunningham,SF,30,NOP,51,24,21.9,1.9,4.4,0.44,0.7,2.1,0.324,0.518,0.4,0.7,0.556,3.8,0.5,0.5,0.3,0.3,1.5,5,10,0.539,11.6,1.1,1.3,2.4,0.074,-1.5,-0.2,-1.7,0.1
2017,Dante Cunningham,SF,30,BRK,22,1,20.3,3,6.3,0.468,1,2.7,0.383,0.55,0.5,0.7,0.688,4.8,1,0.5,0.6,0.8,1.6,7.5,10,0.539,11.6,1.1,1.3,2.4,0.074,-1.5,-0.2,-1.7,0.1
2017,Stephen Curry,PG,29,GSW,51,51,32,8.4,16.9,0.495,4.2,9.8,0.423,0.618,5.5,5.9,0.921,5.1,6.1,1.6,0.2,3,2.2,26.4,28.2,0.675,31,7.2,1.9,9.1,0.267,7.8,0,7.7,4
2017,Troy Daniels,SG,26,PHO,79,15,20.5,2.9,7.3,0.403,2.3,5.8,0.4,0.563,0.7,0.8,0.875,1.6,0.6,0.3,0.1,0.7,1.7,8.9,9.8,0.583,17.2,1.4,0,1.4,0.042,-0.5,-2.1,-2.6,-0.3
2017,Anthony Davis,PF,24,NOP,75,75,36.4,10.4,19.5,0.534,0.7,2.2,0.34,0.552,6.6,8,0.828,11.1,2.3,1.5,2.6,2.2,2.1,28.1,28.9,0.612,30,8.8,4.9,13.7,0.241,5.3,1.4,6.7,5.9
2017,Deyonta Davis,C,21,MEM,62,6,15.2,2.6,4.3,0.608,0,0,,0.608,0.6,0.9,0.667,4,0.6,0.2,0.6,0.5,2,5.8,16.6,0.621,15.3,1.9,0.8,2.7,0.138,-0.9,-0.6,-1.5,0.1
2017,Ed Davis,C,28,POR,78,0,18.9,2.2,3.7,0.582,0,0,0,0.582,0.9,1.4,0.667,7.4,0.5,0.4,0.7,0.8,2.4,5.3,15.5,0.607,12.1,2.5,2.5,5,0.164,-1.2,0.6,-0.6,0.5
2017,Dewayne Dedmon,C,28,ATL,62,46,24.9,4,7.7,0.524,0.8,2.3,0.355,0.577,1.1,1.4,0.779,7.9,1.5,0.6,0.8,1.4,2.6,10,15.8,0.599,17,1.8,1.9,3.7,0.114,-0.4,0.5,0.1,0.8
2017,Sam Dekker,PF,23,LAC,73,1,12.1,1.8,3.5,0.494,0.1,0.8,0.167,0.514,0.5,0.8,0.661,2.4,0.5,0.3,0.1,0.5,1,4.2,11.5,0.534,15.5,0.6,0.6,1.2,0.066,-2.3,-0.6,-2.9,-0.2
2017,Malcolm Delaney,PG,28,ATL,54,3,18.8,2,5.3,0.382,0.9,2.3,0.371,0.463,1.4,1.7,0.804,1.9,3,0.6,0.1,1.2,1.5,6.3,10.6,0.519,16.9,0.4,0.6,1,0.047,-2.2,-0.4,-2.6,-0.1
2017,Matthew Dellavedova,PG,27,MIL,38,3,18.7,1.4,4,0.362,0.8,2.1,0.372,0.457,0.7,0.7,0.926,1.7,3.8,0.4,0,1.3,1.8,4.3,8.6,0.5,13.5,0.3,0.2,0.5,0.032,-2.4,-2,-4.4,-0.4
2017,Luol Deng,SF,32,LAL,1,1,13,1,2,0.5,0,0,,0.5,0,0,,0,1,1,0,1,0,2,5.5,0.5,9.8,0,0,0,-0.018,-5.3,2.4,-2.9,0
2017,DeMar DeRozan,SG,28,TOR,80,80,33.9,8.1,17.7,0.456,1.1,3.6,0.31,0.488,5.8,7,0.825,3.9,5.2,1.1,0.3,2.2,1.9,23,21,0.555,29.6,6.8,2.8,9.6,0.17,3.3,-0.6,2.8,3.2
2017,Cheick Diallo,PF,21,NOP,52,0,11.2,2,3.4,0.58,0,0,,0.58,1,1.3,0.758,4.1,0.4,0.2,0.4,0.5,1.6,4.9,17,0.619,17.4,1.1,0.8,1.9,0.157,-1.3,0.1,-1.2,0.1
2017,Gorgui Dieng,C,28,MIN,79,0,16.9,2.4,4.9,0.479,0.2,0.8,0.311,0.504,1,1.3,0.775,4.6,0.9,0.6,0.5,0.7,1.9,5.9,14.7,0.543,16.3,1.6,1.4,2.9,0.105,-0.9,-0.1,-1,0.3
2017,Spencer Dinwiddie,PG,24,BRK,80,58,28.8,4.1,10.5,0.387,1.8,5.4,0.326,0.471,2.7,3.4,0.813,3.2,6.6,0.9,0.3,1.6,2.3,12.6,15.9,0.527,20.3,4.3,1.4,5.7,0.118,1.3,-0.7,0.6,1.5
2017,Tyler Dorsey,SG,21,ATL,56,5,17.4,2.6,6.8,0.377,1.3,3.6,0.362,0.471,0.8,1.1,0.714,2.3,1.4,0.3,0.1,0.7,1.1,7.2,10,0.494,20,0,0.4,0.4,0.02,-1.4,-1.5,-2.9,-0.2
2017,Damyean Dotson,SG,23,NYK,44,2,10.8,1.6,3.7,0.447,0.5,1.5,0.324,0.516,0.4,0.5,0.696,1.9,0.7,0.3,0,0.4,0.8,4.1,11.6,0.532,17.3,0.3,0.3,0.6,0.06,-1.6,-0.6,-2.3,0
2017,Milton Doyle,SG,24,BRK,10,0,12.5,1.3,4.7,0.277,0.4,2.3,0.174,0.319,0.4,0.8,0.5,1.8,1,0.6,0.2,0.2,1.3,3.4,5.2,0.337,18.2,-0.3,0.1,-0.1,-0.052,-6.6,-0.2,-6.8,-0.1
2017,PJ Dozier,PG,21,OKC,2,0,1.5,0.5,1,0.5,0,0,,0.5,0,0,,0.5,0,0,0,0.5,0.5,1,-5,0.5,42.9,0,0,0,-0.404,-17.7,-2.7,-20.4,0
2017,Goran Dragić,PG,31,MIA,75,75,31.7,6.5,14.3,0.45,1.5,4,0.37,0.502,2.9,3.6,0.801,4.1,4.8,0.8,0.2,2.2,2.4,17.3,16.6,0.543,25.7,2.9,2.3,5.3,0.106,0.9,-0.6,0.3,1.4
2017,Larry Drew II,PG,27,TOT,10,0,7,0.7,2.4,0.292,0.3,0.9,0.333,0.354,0,0,,0.3,1,0,0,0.3,0.6,1.7,2.9,0.354,16.6,-0.1,0,-0.1,-0.061,-5.6,-3.4,-9,-0.1
2017,Larry Drew II,PG,27,PHI,3,0,5,0.3,2.3,0.143,0,1,0,0.143,0,0,,0.3,0.7,0,0,0.3,0.7,0.7,2.9,0.354,16.6,-0.1,0,-0.1,-0.061,-5.6,-3.4,-9,-0.1
2017,Larry Drew II,PG,27,NOP,7,0,7.9,0.9,2.4,0.353,0.4,0.9,0.5,0.441,0,0,,0.3,1.1,0,0,0.3,0.6,2.1,2.9,0.354,16.6,-0.1,0,-0.1,-0.061,-5.6,-3.4,-9,-0.1
2017,Andre Drummond,C,24,DET,78,78,33.7,6,11.3,0.529,0,0.1,0,0.529,3.1,5.1,0.605,16,3,1.5,1.6,2.6,3.2,15,22.9,0.555,21.2,4.6,5.7,10.3,0.189,1.5,1.7,3.2,3.4
2017,Jared Dudley,PF,32,PHO,48,0,14.3,1,2.5,0.393,0.6,1.7,0.363,0.512,0.6,0.7,0.771,2,1.6,0.5,0.2,0.6,1.8,3.2,8.8,0.553,10.2,0.5,0.4,0.8,0.058,-3,0.5,-2.5,-0.1
2017,Kris Dunn,PG,23,CHI,52,43,29.3,5.5,12.8,0.429,0.8,2.6,0.321,0.462,1.6,2.2,0.737,4.3,6,2,0.5,2.9,3.3,13.4,14.5,0.488,24.7,-1,1.9,0.9,0.027,-2.4,1.1,-1.3,0.3
2017,Kevin Durant,SF,29,GSW,68,68,34.2,9.3,18,0.516,2.5,6.1,0.419,0.586,5.3,5.9,0.889,6.8,5.4,0.7,1.8,3,2,26.4,26,0.64,30.4,7.5,2.9,10.4,0.215,6.7,0.6,7.3,5.5
2017,Jarell Eddie,SF,26,TOT,3,0,3,0,0.7,0,0,0.7,0,0,0,0,,0.3,0,0.3,0,0,0,0,-1.9,0,9.8,0,0,0,-0.142,-9.1,0.8,-8.3,0
2017,Jarell Eddie,SF,26,BOS,2,0,3,0,0.5,0,0,0.5,0,0,0,0,,0.5,0,0.5,0,0,0,0,-1.9,0,9.8,0,0,0,-0.142,-9.1,0.8,-8.3,0
2017,Jarell Eddie,SF,26,CHI,1,0,3,0,1,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,-1.9,0,9.8,0,0,0,-0.142,-9.1,0.8,-8.3,0
2017,Henry Ellenson,PF,21,DET,38,0,8.7,1.4,3.8,0.363,0.5,1.6,0.333,0.432,0.7,0.8,0.862,2.1,0.5,0.1,0,0.5,0.6,4,10.5,0.476,23.8,-0.2,0.4,0.1,0.02,-2.6,-1.9,-4.4,-0.2
2017,Wayne Ellington,SG,30,MIA,77,2,26.5,3.7,9.1,0.407,2.9,7.5,0.392,0.569,0.9,1,0.859,2.8,1,0.7,0.1,0.7,1.2,11.2,12.5,0.588,17.3,2.6,1.9,4.5,0.105,1,-0.6,0.4,1.2
2017,Joel Embiid,C,23,PHI,63,63,30.3,8.1,16.8,0.483,1,3.4,0.308,0.514,5.7,7.4,0.769,11,3.2,0.6,1.8,3.7,3.3,22.9,22.9,0.573,33.4,2.3,3.8,6.2,0.155,2,1.3,3.3,2.6
2017,James Ennis,SF,27,TOT,72,22,22.3,2.5,5.3,0.474,0.7,2.1,0.333,0.54,1.3,1.6,0.836,3.1,1,0.7,0.3,0.8,1.9,7.1,11.6,0.588,13.7,2,1.1,3.1,0.092,-1.1,-0.1,-1.2,0.3
2017,James Ennis,SF,27,MEM,45,14,23.4,2.4,4.9,0.486,0.7,1.9,0.357,0.554,1.4,1.6,0.877,3.5,1.1,0.7,0.3,0.8,1.8,6.9,11.6,0.588,13.7,2,1.1,3.1,0.092,-1.1,-0.1,-1.2,0.3
2017,James Ennis,SF,27,DET,27,8,20.4,2.7,6,0.457,0.8,2.6,0.304,0.522,1.2,1.6,0.767,2.5,0.8,0.6,0.2,0.7,2,7.5,11.6,0.588,13.7,2,1.1,3.1,0.092,-1.1,-0.1,-1.2,0.3
2017,Tyler Ennis,PG,23,LAL,54,11,12.6,1.7,4.1,0.42,0.3,1,0.25,0.451,0.4,0.5,0.759,1.8,1.9,0.6,0.2,0.7,1.4,4.1,11.1,0.473,17.1,0.1,0.7,0.8,0.058,-3,0.9,-2.1,0
2017,Jawun Evans,PG,21,LAC,48,4,16.2,1.9,5.3,0.352,0.3,1.1,0.278,0.381,0.8,1,0.776,1.8,2.1,0.8,0.1,0.9,2,4.8,7.2,0.421,17.7,-0.8,0.6,-0.2,-0.011,-5.4,0.4,-5,-0.6
2017,Jeremy Evans,SF,30,ATL,1,0,5,1,1,1,0,0,,1,0,0,,1,0,0,0,1,1,2,10.4,1,17.5,0,0,0,-0.028,-5.7,-4.2,-9.9,0
2017,Tyreke Evans,PG,28,MEM,52,32,30.9,7,15.6,0.452,2.2,5.5,0.399,0.523,3.2,4,0.785,5.1,5.2,1.1,0.3,2.3,1.8,19.4,21.1,0.561,28.4,3.1,1.2,4.2,0.126,4.9,-0.5,4.5,2.6
2017,Dante Exum,PG,22,UTA,14,0,16.8,3,6.2,0.483,0.4,1.3,0.278,0.511,1.8,2.2,0.806,1.9,3.1,0.6,0.2,1.4,1.4,8.1,16.7,0.566,23.1,0.3,0.3,0.7,0.133,-0.3,0.4,0.1,0.1
2017,Kenneth Faried,PF,28,DEN,32,7,14.4,2.4,4.6,0.514,0,0,0,0.514,1.1,1.6,0.706,4.8,0.6,0.4,0.4,0.7,1.6,5.9,17.4,0.552,18.3,0.9,0.4,1.3,0.132,-0.3,-1.7,-2.1,0
2017,Derrick Favors,C,26,UTA,77,77,28,5.1,9.1,0.563,0.2,0.8,0.222,0.573,1.8,2.8,0.651,7.2,1.3,0.7,1.1,1.1,2.1,12.3,18.8,0.593,18.5,4.5,3.5,8,0.179,0.9,0.7,1.5,1.9
2017,Kay Felder,PG,22,TOT,16,0,8.8,1.3,4.4,0.3,0.3,1.2,0.211,0.329,0.7,0.8,0.917,1.1,1.3,0.2,0.1,1,0.7,3.6,3.6,0.379,28.4,-0.6,0.1,-0.5,-0.175,-7.7,-3.4,-11.1,-0.3
2017,Kay Felder,PG,22,CHI,14,0,9.6,1.4,4.7,0.303,0.3,1.3,0.222,0.333,0.8,0.9,0.917,1,1.4,0.2,0.1,1.1,0.8,3.9,3.6,0.379,28.4,-0.6,0.1,-0.5,-0.175,-7.7,-3.4,-11.1,-0.3
2017,Kay Felder,PG,22,DET,2,0,3,0.5,2,0.25,0,0.5,0,0.25,0,0,,2,0,0,0,0.5,0,1,3.6,0.379,28.4,-0.6,0.1,-0.5,-0.175,-7.7,-3.4,-11.1,-0.3
2017,Cristiano Felício,C,25,CHI,55,16,17.8,2.3,3.9,0.591,0,0,0,0.591,1,1.5,0.667,4.2,1,0.3,0.2,1,1.9,5.6,12.5,0.614,13.6,1.2,0.5,1.7,0.086,-2.8,-1.1,-3.9,-0.5
2017,Raymond Felton,PG,33,OKC,82,2,16.6,2.7,6.7,0.406,1,2.8,0.352,0.479,0.4,0.5,0.818,1.9,2.5,0.6,0.2,0.9,1.1,6.9,13,0.494,20.4,0.9,1.3,2.2,0.078,-0.3,-0.3,-0.6,0.5
2017,Terrance Ferguson,SG,19,OKC,61,12,12.5,1.1,2.8,0.414,0.7,2,0.333,0.533,0.1,0.2,0.9,0.8,0.3,0.4,0.2,0.2,1.4,3.1,7.4,0.545,10.4,0.7,0.5,1.2,0.077,-3.2,-0.1,-3.3,-0.3
2017,Yogi Ferrell,SG,24,DAL,82,21,27.8,3.8,8.9,0.426,1.6,4.4,0.373,0.518,1,1.3,0.796,3,2.5,0.8,0.1,1,1.9,10.2,11.4,0.54,17,1.5,1.5,3,0.064,-1.3,0,-1.4,0.4
2017,Dorian Finney-Smith,PF,24,DAL,21,13,21.3,2.2,5.8,0.38,1,3.2,0.299,0.463,0.5,0.7,0.733,3.6,1.2,0.5,0.2,1,2,5.9,7.6,0.482,15.1,-0.2,0.3,0.1,0.015,-3.8,-0.8,-4.6,-0.3
2017,Bryn Forbes,SG,24,SAS,80,12,19,2.6,6.2,0.421,1.1,2.9,0.39,0.51,0.6,0.9,0.667,1.4,1,0.4,0,0.5,1.4,6.9,9.1,0.525,16.7,0.8,1.3,2.1,0.067,-2.5,-0.6,-3.1,-0.4
2017,Evan Fournier,SF,25,ORL,57,57,32.2,6.5,14.1,0.459,2.2,5.9,0.379,0.538,2.6,3,0.867,3.2,2.9,0.8,0.3,1.7,2.4,17.8,15.5,0.577,23.3,2.4,0.9,3.3,0.087,0.8,-1.4,-0.6,0.7
2017,De'Aaron Fox,PG,20,SAC,73,60,27.8,4.5,10.9,0.412,0.6,2.1,0.307,0.441,1.9,2.7,0.723,2.8,4.4,1,0.3,2.4,2.2,11.6,11.2,0.478,23.4,-1.7,1.1,-0.6,-0.014,-2.7,-1.5,-4.2,-1.1
2017,Tim Frazier,PG,27,WAS,59,11,14.2,1.2,2.9,0.395,0.3,0.9,0.304,0.445,0.4,0.5,0.767,1.9,3.3,0.8,0.1,1,1.6,3,11.3,0.475,12.8,0.4,1,1.4,0.08,-2.8,1.8,-0.9,0.2
2017,Enes Freedom,C,25,NYK,71,71,25.8,5.9,10,0.592,0,0,0,0.592,2.2,2.6,0.848,11,1.5,0.5,0.5,1.7,2.6,14.1,24,0.63,21.8,5.5,2.1,7.6,0.198,3.3,-1.1,2.2,1.9
2017,Channing Frye,C,34,TOT,53,1,13.1,2,4,0.491,0.7,2.2,0.339,0.583,0.3,0.4,0.895,2.5,0.7,0.3,0.2,0.4,1.3,5,13.1,0.599,15.2,0.9,0.6,1.5,0.101,-0.5,0,-0.5,0.3
